Order ID,Seller SKU,Product Name,Quantity,SKU Unit Original Price,Created Time,Order Status,Order Refund Amount,SKU Subtotal After Discount,SKU Seller Discount,Cancelation/Return Type
TT100015,DEMO-SKU-003,Demo product 3,2,395000,2026/05/06 00:00:00,Completed,0,711000,79000,
TT100016,DEMO-SKU-004,Demo product 4,2,331000,2026/05/13 00:00:00,Completed,0,662000,0,
TT100016,DEMO-SKU-005,Demo product 5,2,326000,2026/05/13 00:00:00,Completed,0,619400,32600,
TT100017,DEMO-SKU-005,Demo product 5,2,280000,2026/05/12 00:00:00,Completed,0,504000,56000,
TT100018,DEMO-SKU-006,Demo product 6,2,372000,2026/05/02 00:00:00,Completed,0,669600,74400,
TT100018,DEMO-SKU-007,Demo product 7,1,178000,2026/05/02 00:00:00,Completed,0,160200,17800,
TT100019,DEMO-SKU-007,Demo product 7,3,341000,2026/05/05 00:00:00,Completed,0,1023000,0,
TT100019,DEMO-SKU-008,Demo product 8,3,319000,2026/05/05 00:00:00,Completed,0,909150,47850,
TT100020,DEMO-SKU-008,Demo product 8,1,212000,2026/05/01 00:00:00,Completed,0,212000,0,
TT100020,DEMO-SKU-009,Demo product 9,1,246000,2026/05/01 00:00:00,Completed,0,246000,0,
TT100020,DEMO-SKU-010,Demo product 10,1,177000,2026/05/01 00:00:00,Completed,0,177000,0,
TT100021,DEMO-SKU-009,Demo product 9,1,256000,2026/05/13 00:00:00,Completed,0,230400,25600,
TT100021,DEMO-SKU-010,Demo product 10,1,165000,2026/05/13 00:00:00,Completed,0,165000,0,
TT100021,DEMO-SKU-011,Demo product 11,1,90000,2026/05/13 00:00:00,Completed,0,85500,4500,
TT100022,DEMO-SKU-010,Demo product 10,2,117000,2026/05/14 00:00:00,Completed,0,222300,11700,
TT100022,DEMO-SKU-011,Demo product 11,3,157000,2026/05/14 00:00:00,Completed,0,471000,0,
TT100023,DEMO-SKU-011,Demo product 11,1,228000,2026/04/29 00:00:00,Completed,0,228000,0,
TT100024,DEMO-SKU-000,Demo product 0,1,321000,2026/04/21 00:00:00,Completed,0,288900,32100,
TT100025,DEMO-SKU-001,Demo product 1,2,231000,2026/05/03 00:00:00,Completed,0,462000,0,
TT100025,DEMO-SKU-002,Demo product 2,2,293000,2026/05/03 00:00:00,Completed,0,556700,29300,
TT100025,DEMO-SKU-003,Demo product 3,2,337000,2026/05/03 00:00:00,Completed,0,606600,67400,
TT100026,DEMO-SKU-002,Demo product 2,2,189000,2026/05/15 00:00:00,Completed,0,340200,37800,
TT100026,DEMO-SKU-003,Demo product 3,1,81000,2026/05/15 00:00:00,Completed,0,81000,0,
TT100027,DEMO-SKU-003,Demo product 3,1,281000,2026/05/12 00:00:00,Completed,0,252900,28100,
TT100027,DEMO-SKU-004,Demo product 4,2,371000,2026/05/12 00:00:00,Completed,0,742000,0,
TT100027,DEMO-SKU-005,Demo product 5,2,297000,2026/05/12 00:00:00,Completed,0,534600,59400,
TT100028,DEMO-SKU-004,Demo product 4,3,209000,2026/05/16 00:00:00,Completed,0,627000,0,
TT100029,DEMO-SKU-005,Demo product 5,3,57000,2026/05/11 00:00:00,Completed,0,171000,0,
TT100030,DEMO-SKU-006,Demo product 6,3,178000,2026/05/06 00:00:00,Completed,0,534000,0,
TT100031,DEMO-SKU-007,Demo product 7,2,151000,2026/04/28 00:00:00,Completed,0,286900,15100,
TT100032,DEMO-SKU-008,Demo product 8,1,378000,2026/05/13 00:00:00,Completed,0,378000,0,
TT100032,DEMO-SKU-009,Demo product 9,3,172000,2026/05/13 00:00:00,Completed,0,516000,0,
TT100033,DEMO-SKU-009,Demo product 9,1,203000,2026/05/13 00:00:00,Completed,0,203000,0,
TT100033,DEMO-SKU-010,Demo product 10,2,290000,2026/05/13 00:00:00,Completed,0,580000,0,
TT100034,DEMO-SKU-010,Demo product 10,2,309000,2026/05/04 00:00:00,Completed,0,587100,30900,
TT100034,DEMO-SKU-011,Demo product 11,2,114000,2026/05/04 00:00:00,Completed,0,228000,0,
TT100035,DEMO-SKU-011,Demo product 11,1,112000,2026/05/05 00:00:00,Completed,0,112000,0,
TT100035,DEMO-SKU-000,Demo product 0,2,252000,2026/05/05 00:00:00,Completed,0,504000,0,
TT100036,DEMO-SKU-000,Demo product 0,3,280000,2026/04/22 00:00:00,Completed,0,756000,84000,
TT100036,DEMO-SKU-001,Demo product 1,2,209000,2026/04/22 00:00:00,Completed,0,418000,0,
TT100036,DEMO-SKU-002,Demo product 2,3,287000,2026/04/22 00:00:00,Completed,0,861000,0,
TT100037,DEMO-SKU-001,Demo product 1,2,386000,2026/05/11 00:00:00,Completed,0,772000,0,
TT100037,DEMO-SKU-002,Demo product 2,2,268000,2026/05/11 00:00:00,Completed,0,509200,26800,
TT100037,DEMO-SKU-003,Demo product 3,1,216000,2026/05/11 00:00:00,Completed,0,216000,0,
TT100038,DEMO-SKU-002,Demo product 2,2,339000,2026/04/28 00:00:00,Completed,0,678000,0,
TT100039,DEMO-SKU-003,Demo product 3,1,345000,2026/05/12 00:00:00,Completed,0,327750,17250,
TT100040,DEMO-SKU-004,Demo product 4,2,233000,2026/05/15 00:00:00,Completed,0,442700,23300,
TT100041,DEMO-SKU-005,Demo product 5,1,281000,2026/04/20 00:00:00,Completed,0,252900,28100,
TT100042,DEMO-SKU-006,Demo product 6,3,59000,2026/05/09 00:00:00,Completed,0,177000,0,
TT100042,DEMO-SKU-007,Demo product 7,1,52000,2026/05/09 00:00:00,Completed,0,52000,0,
TT100043,DEMO-SKU-007,Demo product 7,3,268000,2026/04/28 00:00:00,Completed,0,723600,80400,
TT100044,DEMO-SKU-008,Demo product 8,1,332000,2026/05/03 00:00:00,Completed,0,298800,33200,
TT100044,DEMO-SKU-009,Demo product 9,2,113000,2026/05/03 00:00:00,Completed,0,203400,22600,
TT100045,DEMO-SKU-009,Demo product 9,3,182000,2026/05/10 00:00:00,Completed,0,518700,27300,
TT100045,DEMO-SKU-010,Demo product 10,2,318000,2026/05/10 00:00:00,Completed,0,636000,0,
TT100045,DEMO-SKU-011,Demo product 11,3,145000,2026/05/10 00:00:00,Completed,0,413250,21750,
TT100046,DEMO-SKU-010,Demo product 10,3,251000,2026/04/29 00:00:00,Completed,0,715350,37650,
TT100046,DEMO-SKU-011,Demo product 11,3,180000,2026/04/29 00:00:00,Completed,0,486000,54000,
TT100047,DEMO-SKU-011,Demo product 11,1,108000,2026/05/01 00:00:00,Completed,0,108000,0,
TT100047,DEMO-SKU-000,Demo product 0,2,116000,2026/05/01 00:00:00,Completed,0,232000,0,
TT100048,DEMO-SKU-000,Demo product 0,1,59000,2026/05/06 00:00:00,Completed,0,53100,5900,
TT100049,DEMO-SKU-001,Demo product 1,1,365000,2026/04/28 00:00:00,Completed,0,328500,36500,
TT100049,DEMO-SKU-002,Demo product 2,1,173000,2026/04/28 00:00:00,Completed,0,164350,8650,
TT100050,DEMO-SKU-002,Demo product 2,1,173000,2026/04/30 00:00:00,Completed,0,173000,0,
TT100050,DEMO-SKU-003,Demo product 3,2,260000,2026/04/30 00:00:00,Completed,0,520000,0,
TT100050,DEMO-SKU-004,Demo product 4,1,298000,2026/04/30 00:00:00,Completed,0,268200,29800,
TT100051,DEMO-SKU-003,Demo product 3,3,250000,2026/05/12 00:00:00,Completed,0,750000,0,
TT100051,DEMO-SKU-004,Demo product 4,2,82000,2026/05/12 00:00:00,Completed,0,164000,0,
TT100051,DEMO-SKU-005,Demo product 5,2,337000,2026/05/12 00:00:00,Completed,0,640300,33700,
TT100052,DEMO-SKU-004,Demo product 4,2,388000,2026/05/01 00:00:00,Completed,0,776000,0,
TT100053,DEMO-SKU-005,Demo product 5,1,126000,2026/04/28 00:00:00,Completed,0,113400,12600,
TT100053,DEMO-SKU-006,Demo product 6,3,388000,2026/04/28 00:00:00,Completed,0,1105800,58200,
TT100053,DEMO-SKU-007,Demo product 7,1,233000,2026/04/28 00:00:00,Completed,0,233000,0,
TT100054,DEMO-SKU-006,Demo product 6,1,179000,2026/05/02 00:00:00,Completed,0,179000,0,
TT100054,DEMO-SKU-007,Demo product 7,2,190000,2026/05/02 00:00:00,Completed,0,342000,38000,
TT100055,DEMO-SKU-007,Demo product 7,2,274000,2026/05/12 00:00:00,Completed,0,520600,27400,
TT100055,DEMO-SKU-008,Demo product 8,3,129000,2026/05/12 00:00:00,Completed,0,387000,0,
TT100056,DEMO-SKU-008,Demo product 8,1,225000,2026/05/11 00:00:00,Completed,0,213750,11250,
TT100056,DEMO-SKU-009,Demo product 9,3,148000,2026/05/11 00:00:00,Completed,0,444000,0,
TT100056,DEMO-SKU-010,Demo product 10,3,120000,2026/05/11 00:00:00,Completed,0,324000,36000,
TT100057,DEMO-SKU-009,Demo product 9,2,74000,2026/05/09 00:00:00,Completed,0,140600,7400,
TT100057,DEMO-SKU-010,Demo product 10,2,328000,2026/05/09 00:00:00,Completed,0,656000,0,
TT100057,DEMO-SKU-011,Demo product 11,1,215000,2026/05/09 00:00:00,Completed,0,204250,10750,
TT100058,DEMO-SKU-010,Demo product 10,2,99000,2026/04/25 00:00:00,Completed,0,188100,9900,
TT100059,DEMO-SKU-011,Demo product 11,3,197000,2026/05/12 00:00:00,Completed,0,591000,0,
TT100059,DEMO-SKU-000,Demo product 0,1,273000,2026/05/12 00:00:00,Completed,0,273000,0,
TT100060,DEMO-SKU-000,Demo product 0,3,174000,2026/05/09 00:00:00,Completed,0,522000,0,
