Order ID,Seller SKU,Product Name,Quantity,SKU Unit Original Price,Created Time,Order Status,Order Refund Amount,SKU Subtotal After Discount,SKU Seller Discount,Cancelation/Return Type
TT000023,DEMO-SKU-011,Demo product 11,3,152000,2026/04/29 00:00:00,Completed,0,456000,0,
TT000023,DEMO-SKU-000,Demo product 0,1,127000,2026/04/29 00:00:00,Completed,0,114300,12700,
TT000023,DEMO-SKU-001,Demo product 1,1,251000,2026/04/29 00:00:00,Completed,0,238450,12550,
TT000024,DEMO-SKU-000,Demo product 0,3,101000,2026/05/02 00:00:00,Completed,0,287850,15150,
TT000024,DEMO-SKU-001,Demo product 1,1,264000,2026/05/02 00:00:00,Completed,0,250800,13200,
TT000025,DEMO-SKU-001,Demo product 1,1,139000,2026/04/20 00:00:00,Completed,0,125100,13900,
TT000025,DEMO-SKU-002,Demo product 2,2,86000,2026/04/20 00:00:00,Completed,0,163400,8600,
TT000025,DEMO-SKU-003,Demo product 3,3,93000,2026/04/20 00:00:00,Completed,0,251100,27900,
TT000026,DEMO-SKU-002,Demo product 2,1,391000,2026/05/09 00:00:00,Completed,0,391000,0,
TT000026,DEMO-SKU-003,Demo product 3,3,166000,2026/05/09 00:00:00,Completed,0,448200,49800,
TT000026,DEMO-SKU-004,Demo product 4,2,72000,2026/05/09 00:00:00,Completed,0,129600,14400,
TT000027,DEMO-SKU-003,Demo product 3,3,142000,2026/05/12 00:00:00,Completed,0,383400,42600,
TT000027,DEMO-SKU-004,Demo product 4,2,359000,2026/05/12 00:00:00,Completed,0,682100,35900,
TT000028,DEMO-SKU-004,Demo product 4,1,144000,2026/05/06 00:00:00,Completed,0,136800,7200,
TT000028,DEMO-SKU-005,Demo product 5,3,99000,2026/05/06 00:00:00,Completed,0,297000,0,
TT000028,DEMO-SKU-006,Demo product 6,3,335000,2026/05/06 00:00:00,Completed,0,904500,100500,
TT000029,DEMO-SKU-005,Demo product 5,1,313000,2026/05/11 00:00:00,Completed,0,281700,31300,
TT000029,DEMO-SKU-006,Demo product 6,2,235000,2026/05/11 00:00:00,Completed,0,470000,0,
TT000030,DEMO-SKU-006,Demo product 6,2,62000,2026/04/23 00:00:00,Completed,0,117800,6200,
TT000031,DEMO-SKU-007,Demo product 7,1,253000,2026/05/12 00:00:00,Completed,0,253000,0,
TT000032,DEMO-SKU-008,Demo product 8,1,234000,2026/05/09 00:00:00,Completed,0,234000,0,
TT000032,DEMO-SKU-009,Demo product 9,3,330000,2026/05/09 00:00:00,Completed,0,990000,0,
TT000032,DEMO-SKU-010,Demo product 10,3,164000,2026/05/09 00:00:00,Completed,0,467400,24600,
TT000033,DEMO-SKU-009,Demo product 9,3,352000,2026/05/10 00:00:00,Completed,0,1056000,0,
TT000033,DEMO-SKU-010,Demo product 10,3,104000,2026/05/10 00:00:00,Completed,0,312000,0,
TT000033,DEMO-SKU-011,Demo product 11,2,115000,2026/05/10 00:00:00,Completed,0,230000,0,
TT000034,DEMO-SKU-010,Demo product 10,3,302000,2026/05/05 00:00:00,Completed,0,815400,90600,
TT000034,DEMO-SKU-011,Demo product 11,2,93000,2026/05/05 00:00:00,Completed,0,186000,0,
TT000034,DEMO-SKU-000,Demo product 0,1,119000,2026/05/05 00:00:00,Completed,0,119000,0,
TT000035,DEMO-SKU-011,Demo product 11,3,178000,2026/05/10 00:00:00,Completed,0,480600,53400,
TT000035,DEMO-SKU-000,Demo product 0,3,258000,2026/05/10 00:00:00,Completed,0,774000,0,
TT000036,DEMO-SKU-000,Demo product 0,1,92000,2026/05/05 00:00:00,Completed,0,87400,4600,
TT000036,DEMO-SKU-001,Demo product 1,3,84000,2026/05/05 00:00:00,Completed,0,252000,0,
TT000037,DEMO-SKU-001,Demo product 1,1,234000,2026/05/07 00:00:00,Completed,0,222300,11700,
TT000037,DEMO-SKU-002,Demo product 2,2,334000,2026/05/07 00:00:00,Completed,0,634600,33400,
TT000037,DEMO-SKU-003,Demo product 3,2,330000,2026/05/07 00:00:00,Completed,0,660000,0,
TT000038,DEMO-SKU-002,Demo product 2,1,100000,2026/05/07 00:00:00,Completed,0,95000,5000,
TT000039,DEMO-SKU-003,Demo product 3,2,98000,2026/05/07 00:00:00,Completed,0,176400,19600,
TT000040,DEMO-SKU-004,Demo product 4,2,203000,2026/05/10 00:00:00,Completed,0,385700,20300,
TT000040,DEMO-SKU-005,Demo product 5,3,134000,2026/05/10 00:00:00,Completed,0,402000,0,
TT000041,DEMO-SKU-005,Demo product 5,1,365000,2026/04/21 00:00:00,Completed,0,328500,36500,
TT000041,DEMO-SKU-006,Demo product 6,3,167000,2026/04/21 00:00:00,Completed,0,450900,50100,
TT000041,DEMO-SKU-007,Demo product 7,1,317000,2026/04/21 00:00:00,Completed,0,285300,31700,
TT000042,DEMO-SKU-006,Demo product 6,1,269000,2026/05/07 00:00:00,Completed,0,242100,26900,
TT000042,DEMO-SKU-007,Demo product 7,3,275000,2026/05/07 00:00:00,Completed,0,825000,0,
TT000042,DEMO-SKU-008,Demo product 8,1,271000,2026/05/07 00:00:00,Completed,0,271000,0,
TT000043,DEMO-SKU-007,Demo product 7,3,128000,2026/05/02 00:00:00,Completed,0,364800,19200,
TT000044,DEMO-SKU-008,Demo product 8,3,191000,2026/04/30 00:00:00,Completed,0,573000,0,
TT000044,DEMO-SKU-009,Demo product 9,1,162000,2026/04/30 00:00:00,Completed,0,153900,8100,
TT000045,DEMO-SKU-009,Demo product 9,1,326000,2026/05/08 00:00:00,Completed,0,326000,0,
TT000045,DEMO-SKU-010,Demo product 10,3,200000,2026/05/08 00:00:00,Completed,0,600000,0,
TT000045,DEMO-SKU-011,Demo product 11,2,112000,2026/05/08 00:00:00,Completed,0,212800,11200,
TT000046,DEMO-SKU-010,Demo product 10,2,205000,2026/05/05 00:00:00,Completed,0,369000,41000,
TT000047,DEMO-SKU-011,Demo product 11,2,114000,2026/05/14 00:00:00,Completed,0,205200,22800,
TT000048,DEMO-SKU-000,Demo product 0,2,399000,2026/05/14 00:00:00,Completed,0,798000,0,
TT000048,DEMO-SKU-001,Demo product 1,3,117000,2026/05/14 00:00:00,Completed,0,351000,0,
TT000049,DEMO-SKU-001,Demo product 1,3,53000,2026/05/12 00:00:00,Completed,0,159000,0,
TT000049,DEMO-SKU-002,Demo product 2,2,195000,2026/05/12 00:00:00,Completed,0,351000,39000,
TT000050,DEMO-SKU-002,Demo product 2,2,95000,2026/04/25 00:00:00,Completed,0,180500,9500,
TT000051,DEMO-SKU-003,Demo product 3,1,113000,2026/04/30 00:00:00,Completed,0,113000,0,
TT000051,DEMO-SKU-004,Demo product 4,2,209000,2026/04/30 00:00:00,Completed,0,397100,20900,
TT000052,DEMO-SKU-004,Demo product 4,2,248000,2026/05/08 00:00:00,Completed,0,446400,49600,
TT000053,DEMO-SKU-005,Demo product 5,2,61000,2026/05/02 00:00:00,Completed,0,122000,0,
TT000053,DEMO-SKU-006,Demo product 6,3,207000,2026/05/02 00:00:00,Completed,0,621000,0,
TT000053,DEMO-SKU-007,Demo product 7,2,213000,2026/05/02 00:00:00,Completed,0,426000,0,
TT000054,DEMO-SKU-006,Demo product 6,3,227000,2026/05/07 00:00:00,Completed,0,681000,0,
TT000055,DEMO-SKU-007,Demo product 7,3,248000,2026/05/15 00:00:00,Completed,0,706800,37200,
TT000056,DEMO-SKU-008,Demo product 8,1,293000,2026/05/14 00:00:00,Completed,0,263700,29300,
TT000056,DEMO-SKU-009,Demo product 9,2,256000,2026/05/14 00:00:00,Completed,0,460800,51200,
TT000057,DEMO-SKU-009,Demo product 9,2,122000,2026/05/08 00:00:00,Completed,0,231800,12200,
TT000057,DEMO-SKU-010,Demo product 10,1,226000,2026/05/08 00:00:00,Completed,0,226000,0,
TT000058,DEMO-SKU-010,Demo product 10,1,232000,2026/04/17 00:00:00,Completed,0,232000,0,
TT000058,DEMO-SKU-011,Demo product 11,2,237000,2026/04/17 00:00:00,Completed,0,426600,47400,
TT000058,DEMO-SKU-000,Demo product 0,3,235000,2026/04/17 00:00:00,Completed,0,705000,0,
TT000059,DEMO-SKU-011,Demo product 11,2,199000,2026/05/11 00:00:00,Completed,0,378100,19900,
TT000059,DEMO-SKU-000,Demo product 0,3,262000,2026/05/11 00:00:00,Completed,0,786000,0,
TT000059,DEMO-SKU-001,Demo product 1,1,148000,2026/05/11 00:00:00,Completed,0,133200,14800,
TT000060,DEMO-SKU-000,Demo product 0,1,93000,2026/05/10 00:00:00,Completed,0,88350,4650,
